"Country Name"	"Country Code"	"Indicator Name"	"Indicator Code"	"1960"	"1961"	"1962"	"1963"	"1964"	"1965"	"1966"	"1967"	"1968"	"1969"	"1970"	"1971"	"1972"	"1973"	"1974"	"1975"	"1976"	"1977"	"1978"	"1979"	"1980"	"1981"	"1982"	"1983"	"1984"	"1985"	"1986"	"1987"	"1988"	"1989"	"1990"	"1991"	"1992"	"1993"	"1994"	"1995"	"1996"	"1997"	"1998"	"1999"	"2000"	"2001"	"2002"	"2003"	"2004"	"2005"	"2006"	"2007"	"2008"	"2009"	"2010"	"2011"	"2012"	"2013"	"2014"	"2015"	"2016"	"2017"	"2018"	"2019"	"2020"	"2021"	"2022"	"2023"	"2024"	
"St. Lucia"	"LCA"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"958222550.836967"	"994349400.781684"	"1097892681.52583"	"1130470981.55446"	"1173065896.08983"	"1218599260.65351"	"1277175599.33106"	"1290181690.25373"	"1386700031.86561"	"1443880514.66081"	"1477307041.32179"	"1459090175.05161"	"1487935173.3657"	"1582019145.20049"	"1742624517.97292"	"1789889459.89373"	"1959394598.6536"	"2046523142.87249"	"2189194267.03526"	"2140384715.3597"	"2173546036.09393"	"2314377079.25926"	"2320160606.42391"	"2428896995.15468"	"2508124115.03731"	"2510450378.66625"	"2688565160.89794"	"2844567883.7689"	"3085990648.9362"	"3324021510.09089"	"2658092445.8899"	"3409978230.91316"	"4397900557.96638"	"4656839898.51058"	"4955061818.04914"	
"Latin America & Caribbean"	"LCN"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2773723899407.19"	"2975869879226.01"	"3136893504681.1"	"3283434671240.21"	"3511773083325.71"	"3636212419461.77"	"3834410386700.77"	"4111729076333.31"	"4268049880790.56"	"4331739389987.09"	"4595176008030.56"	"4732729994217.14"	"4812123138021.56"	"4999446080605.3"	"5450086083431.39"	"5873755594398.44"	"6458207773224.38"	"6997209381270.33"	"7436303416104.17"	"7380247177510.46"	"7919344318779.98"	"8538476903181.33"	"8819988984200.66"	"9207306277701"	"9496593570061.33"	"9460183725208.53"	"9714130290470.08"	"10212162900672.1"	"10743659396095.7"	"11103453140650"	"10754298141064.9"	"12136910526047.8"	"13633931478850.2"	"14454323371499.4"	"15151403789412.1"	
"Least developed countries: UN classification"	"LDC"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"495979437019.799"	"524275556767.493"	"541905765219.219"	"557722893226.693"	"574715277687.192"	"620870284738.234"	"668328513777.293"	"718526785477.127"	"756707082813.738"	"801021331375.792"	"857464960510.433"	"922066653481.331"	"987550925725.899"	"1062941451632.06"	"1164090676320.22"	"1290500992940.7"	"1424493709123.6"	"1571591895456.19"	"1706439171325.13"	"1793961683179.57"	"1931753303084.24"	"2049129392897.86"	"2160525694358.44"	"2330719312369.19"	"2539742656412.9"	"2660797351143.44"	"2849410868197.3"	"3046069216179.13"	"3348887297887.92"	"3639623399360.1"	"3787536863393"	"4131625323824.88"	"4647646444792.98"	"4976131168212.5"	"5302233990189.1"	
"Low income"	"LIC"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"210136900005.361"	"222650332125.78"	"227689176454.58"	"233956507803.648"	"240931148782.834"	"257790840992.042"	"275269670538.451"	"301317397564.087"	"318542873982.81"	"334149868861.121"	"353206955109.529"	"377742640823.533"	"404988541396.586"	"437763638266.902"	"474711416954.79"	"519388794456.121"	"565146020547.813"	"614445692513.921"	"658049174459.733"	"681312776388.376"	"734371776873.343"	"751962378517.636"	"724081661704.356"	"774130599781.562"	"843944225782.369"	"889522052133.531"	"945066498360.423"	"980344979737.441"	"1042159202045.51"	"1100679229029.4"	"1114899289560.51"	"1218126054159.89"	"1346327331893.69"	"1391510032390.22"	"1469733325280.48"	
"Liechtenstein"	"LIE"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"Sri Lanka"	"LKA"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"41329904728.6919"	"44693068468.6151"	"47722862975.7602"	"52225010187.8006"	"56327121024.336"	"60671121194.0151"	"64129557244.2241"	"69414028636.6687"	"73492167117.0412"	"77737438833.5662"	"84268270520.0735"	"84834118463.3601"	"89568100817.644"	"96762088315.7948"	"104774542076.239"	"114804514458.058"	"127419930495.745"	"139767212524.228"	"150936623732.552"	"157242031516.998"	"171910623370.485"	"190668570949.442"	"216969311691.493"	"231635412206.099"	"243530581317.735"	"256403786039.428"	"277383189833.412"	"291985462544.986"	"307237748359.208"	"307704703449.53"	"283651681999.953"	"317188291991.223"	"314829453164.917"	"318559256926.749"	"342603896900.927"	
"Lower middle income"	"LMC"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2728376387616.78"	"2876889580614.3"	"3058139050334.88"	"3210469575209.44"	"3418579266646.73"	"3677645332174.15"	"3987080917231.71"	"4219430002933.42"	"4469510919313.76"	"4796793308551.22"	"5116035085262.22"	"5464888721810.78"	"5801552098153.43"	"6284294048021.84"	"6919500094400.19"	"7626855532707.27"	"8423617862235.48"	"9254455048026.57"	"9851962846557.95"	"10528886445039.8"	"11404224519821.9"	"12203367713329.1"	"13344275940565.6"	"14166292266687.3"	"14950271954165.1"	"15729323036756.4"	"16695031062969.8"	"17926307169837.6"	"19457486236292.1"	"20964421728200.6"	"21110786018230.8"	"23561229353005.1"	"26860898914990.1"	"29586836083064.2"	"31913410191391.1"	
"Low & middle income"	"LMY"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"9623865403349.22"	"10275993881687.9"	"10927919873207.8"	"11602392064428.3"	"12350468653655"	"13205548678494.7"	"14268916348126.2"	"15277334854156.7"	"15698151716157"	"16546576453397"	"17867726243759.4"	"18969192595303.9"	"20179767423109.9"	"21770753486137"	"24073637477841.7"	"26586163322518.6"	"29656986021971.9"	"33045278832454"	"35663679910666.4"	"37405400555007.2"	"40871355565425.5"	"44300451775035.9"	"47546263598619.9"	"50437485533516.7"	"52883842263680.3"	"54365664434414.1"	"57110494192030.6"	"60777220185151.4"	"65377457593838.9"	"69716888224527.7"	"70512525622755.3"	"79319986181843.5"	"89006835665341.8"	"96787850656399.7"	"103511789391861"	
"Lesotho"	"LSO"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1382711467.4023"	"1529057872.27658"	"1672693665.61051"	"1772441136.8046"	"1918539101.66429"	"2023226630.65837"	"2175581041.76159"	"2295062170.92974"	"2356542358.35145"	"2401266218.88415"	"2550829821.2922"	"2701162148.64909"	"2762993886.75286"	"2946017812.97257"	"3076437173.06163"	"3282873966.87736"	"3527263619.06876"	"3774547161.73809"	"4059772691.37472"	"4033598929.9442"	"4297759286.39977"	"4588922382.32492"	"4661713347.89244"	"5219948224.49632"	"5764436175.6392"	"6386751308.41258"	"6268088273.64999"	"5649078944.01488"	"5747871432.63277"	"5674505764.43564"	"5721443959.41194"	"5755132494.46552"	"6312660804.56615"	"6659272926.51044"	"7014987702.30223"	
"Late-demographic dividend"	"LTE"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5376518814268.92"	"5588872170801.35"	"5784258435549.29"	"6189700108451.56"	"6616499819450.18"	"7142656644400.38"	"7655323999966.55"	"8210900379197.07"	"8517806664154.05"	"9021545015802.14"	"9884484485046.72"	"10629085985829.7"	"11485888337517.5"	"12578679621882.7"	"13976090103556"	"15583274795283.2"	"17852589477741.9"	"20201424841821.5"	"22380564325255"	"23370473491557.1"	"25572572422226.4"	"28102202617986.1"	"30280974989841.5"	"32247159504994.5"	"33713348162930.3"	"34154205315612.9"	"35564779943531.7"	"37863987014377.6"	"41152598987273.6"	"44371577917168"	"45178220239426.4"	"51482691356174.4"	"56901096554364.8"	"61401210456436"	"65801219154235.4"	
"Lithuania"	"LTU"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"33084134342.1029"	"32261731616.1787"	"25982121964.1262"	"22281964612.3678"	"20535197134.9365"	"21655546441.1214"	"23121145546.5304"	"25393773537.318"	"27673378445.288"	"27688903923.3416"	"29626873338.1009"	"32823086006.3732"	"36142792289.5919"	"41276116354.8869"	"44231028969.1952"	"48225773908.967"	"53780120738.4136"	"61762908725.7945"	"66317584060.9382"	"57462712608.2214"	"61412748556.4468"	"68742918025.677"	"73433875022.644"	"78660793915.3755"	"82260097780.9508"	"83997132844.855"	"88542980893.5793"	"95488665471.0222"	"102878073082.262"	"114028537683.962"	"115963490767.144"	"128830296666.031"	"142993189030.375"	"146206359207.239"	"157150520997.22"	
"Luxembourg"	"LUX"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"11428408565.8394"	"12836181941.1455"	"13367607959.7774"	"14259298275.6533"	"15120269081.7564"	"15658413160.9475"	"16447823250.9292"	"17817287972.3208"	"18800270011.883"	"21456887315.5603"	"24050728709.2289"	"24787997280.3662"	"26135003699.075"	"27188058615.3492"	"29636196475.7496"	"31997220939.5338"	"37280674291.15"	"40861414727.8196"	"44452842913.4099"	"43244030111.8897"	"45801210629.9532"	"48970848492.8168"	"51308724180.9019"	"54838614516.1038"	"58578323745.8406"	"61453765784.1719"	"65980119592.3436"	"68570197215.6405"	"70910323890.9321"	"75250600111.6431"	"76953191626.4398"	"87543117438.5072"	"93643147424.9449"	"94916112738.7786"	"102180990717.512"	
"Latvia"	"LVA"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"19835011572.6008"	"17923043976.2502"	"12443673424.2756"	"12103865594.8063"	"12633030763.0633"	"13274046169.9966"	"13849152800.6339"	"15348679631.5251"	"16577660526.5543"	"17211021266.3873"	"18563678944.5969"	"20711190610.2914"	"22538736237.8586"	"24173922814.9589"	"26617288804.5237"	"29874286352.6923"	"33330006770.3976"	"38023909319.5964"	"40573809685.1484"	"35465016588.4098"	"36378873545.9447"	"38349107132.1107"	"41691428142.4646"	"43976591824.0631"	"45804536136.3454"	"47733302374.5768"	"50560278535.6652"	"53695043701.6934"	"57464098005.6375"	"61623338377.0805"	"62223400359.4028"	"69560319491.8466"	"75101731516.1743"	"78495987718.931"	"81699623488.0085"	
"Macao SAR	 China"	"MAC"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"9357288548.02418"	"10027734027.2609"	"11620225702.0877"	"12512600274.1936"	"13323366172.9677"	"14051078068.2181"	"14248245110.393"	"14453512566.5684"	"13947840406.5422"	"13811588081.5098"	"14936200119.0621"	"15713623993.8427"	"17378825635.4299"	"19785366565.1422"	"25729335993.3085"	"28679637721.1578"	"33523341914.1182"	"39417878497.3197"	"41540369339.1058"	"42339260568.9081"	"53611440452.0319"	"66548689367.7824"	"75594087091.3419"	"88701648911.3815"	"90262808129.8884"	"69855433514.4725"	"70243698176.3952"	"78310486061.5598"	"85299875277.618"	"84691906233.3769"	"39120940823.8275"	"50078061226.1194"	"43478277465.9129"	"78963813359.371"	"87221463074.4283"	
"St. Martin (French part)"	"MAF"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"Morocco"	"MAR"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"68185140642.5349"	"75577728567.7233"	"75678482135.5483"	"76898554507.0514"	"86856358766.8485"	"83884051841.4101"	"95988653945.6059"	"96119997248.1275"	"104236148646.015"	"107505176350.419"	"112779237887.046"	"124223383245.658"	"130859594015.688"	"141678088816.729"	"152138743419.188"	"161917911223.132"	"179914946048.65"	"191148032271.176"	"205906139147.141"	"214936468528.659"	"225161798971.022"	"242503162218.145"	"246970051910.011"	"258279124276.737"	"250969666045.261"	"273699865546.218"	"278969225512.902"	"291813531443.919"	"283691175471.346"	"295693593669.819"	"286108585852.483"	"323485096796.555"	"352829752448.324"	"378888275534.236"	"402770325749.156"	
"Monaco"	"MCO"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"Moldova"	"MDA"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"20531255151.0642"	"17829490051.8865"	"12929180911.9059"	"13076816772.5267"	"9229018605.42321"	"9290607151.89761"	"8904685469.75184"	"9207437232.45864"	"8701778415.48739"	"8527671452.42145"	"8904650398.77968"	"9660570036.99826"	"10575928938.2429"	"11496523303.8137"	"12679294796.6797"	"14057611967.2539"	"15186699782.3818"	"16066091172.2185"	"17652937905.4215"	"16696108705.5972"	"18098844324.1062"	"19546989102.1386"	"20750685232.971"	"23541379306.0256"	"24700278843.524"	"26084243383.8688"	"28945251498.7153"	"31001699470.1457"	"32129614587.5903"	"35735831415.9353"	"35646566427.3806"	"40707659297.2633"	"41603848474.5635"	"43618128795.3083"	"44718897528.3762"	
"Madagascar"	"MDG"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14054716200.888"	"13613706026.2549"	"14088368300.509"	"14725165789.949"	"15033245439.4469"	"15606083598.0557"	"16234135987.0885"	"17124031731.6109"	"17994782388.8203"	"19107008187.044"	"20410681393.9662"	"22118357801.0749"	"19674988011.8995"	"22026619585.8625"	"23808012897.5919"	"25722276417.8023"	"27946951443.5728"	"30343273031.9976"	"33003976083.2818"	"31886307058.5348"	"32473669404.6241"	"33666784883.9147"	"34340036474.5784"	"35522723859.5999"	"37117789637.7909"	"38053900319.1193"	"40755587226.8307"	"41438402026.5191"	"42523532549.9391"	"45498322775.5634"	"43150154155.6067"	"46835678113.5382"	"52260133350.5173"	"56416214294.4254"	"60207191110.6919"	
"Maldives"	"MDV"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1017631080.53138"	"1067223261.80024"	"1164358702.13832"	"1258192127.25575"	"1384642342.98427"	"1597250633.38803"	"1754312838.35555"	"1934431770.36864"	"2102781086.43227"	"2264235680.75984"	"2404575741.06867"	"2361756426.3223"	"2572787193.54751"	"2984325951.87285"	"3246149989.58342"	"2973722869.62417"	"3789796513.84334"	"4170136718.94959"	"4632025837.19145"	"4271869073.24396"	"4617173537.18261"	"5129171219.95063"	"5411041263.86776"	"6106704769.13274"	"6916720148.34871"	"7653295112.38148"	"8320672192.7847"	"9059366711.74352"	"10360598102.1094"	"11255471307.3294"	"6741118651.2306"	"9834087308.92595"	"11991813787.4398"	"13037394172.4742"	"13819246767.5298"	
"Middle East	 North Africa	 Afghanistan & Pakistan"	"MEA"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2219472365801.44"	"2425027029079.26"	"2626461863088.14"	"2743919661392.44"	"2868436284071.5"	"3012038367381.07"	"3222693234340.62"	"3404994726198.98"	"3591150616478.14"	"3749480229017.16"	"4076789051136.15"	"4256639026471.09"	"4429178724904.75"	"4710110579024.08"	"5229068629380.79"	"5659365541596.1"	"6163380800061"	"6660890023483.84"	"7064020378918.95"	"7192364360223.69"	"7626467458419.21"	"8087986627726.88"	"8497267003144.65"	"8648640630639.01"	"8743029587645.32"	"8224815154847.96"	"8311340930587.95"	"8828080008471.35"	"9471620976799.61"	"9642399476430.58"	"9303705141139.73"	"10415729526728"	"11886215980195.4"	"12588169788789.2"	"13207796754038.4"	
"Mexico"	"MEX"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"710444763125.041"	"766538541210.859"	"814844731251.19"	"792462860542.325"	"844950630889.078"	"811682208990.529"	"877940670548.948"	"957371746254.509"	"1028028122579.67"	"1071236887499.62"	"1154351047323.83"	"1175035890293.65"	"1194403398875.47"	"1242555251251.05"	"1321401660883.87"	"1403085812802.32"	"1559647592038.59"	"1635081164230.96"	"1730732432366.58"	"1701569666080.89"	"1807626674734.99"	"1989888022736.31"	"2103287719177.25"	"2150334057594.28"	"2254435512803.84"	"2309495216310.08"	"2457812552694.79"	"2528308608734.21"	"2606266095235.82"	"2636530051952.23"	"2454084724593.04"	"2652858835882.47"	"3007903812204.08"	"3232750599944.17"	"3368179526235.68"	
"Marshall Islands"	"MHL"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"93825565.1130321"	"97083732.7793938"	"106386748.302521"	"115449773.939184"	"124845534.165933"	"137932080.26783"	"125986037.36409"	"119897913.391467"	"120428094.414466"	"120502144.351901"	"126256390.313495"	"138045931.114502"	"145288213.802487"	"145842934.691959"	"149153206.296614"	"156584998.568828"	"161697836.869811"	"172204501.052577"	"162241749.9334"	"169225654.555322"	"180769874.152757"	"183572222.118388"	"184577180.224517"	"194868626.180603"	"195765211.126983"	"201307890.606507"	"208309785.849901"	"219584916.869019"	"236940414.688217"	"266025061.384393"	"262085491.939992"	"279970112.59214"	"297829323.081778"	"293094638.232714"	"307692288.184685"	
"Middle income"	"MIC"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"9422049610992.01"	"10061993779473.2"	"10708287603515.2"	"11376074362091"	"12116715328914.3"	"12955453719193.6"	"14001566838199.6"	"14985292374235.4"	"15390217275133.3"	"16223414025157.5"	"17525463324742"	"18603273703501"	"19787590256847.7"	"21346874055124.4"	"23613584134065.3"	"26082601065480.8"	"29108437763527.1"	"32448193652978.7"	"35023989448476.4"	"36743026048339"	"40157317060358.5"	"43568955815490.8"	"46840605015994.6"	"49683155273125"	"52065917489859.4"	"53506465099608.8"	"56199168338505.1"	"59828275190289.2"	"64367672563638.1"	"68649525933209.2"	"69431511275831.1"	"78135898392453.5"	"87696375775605.4"	"95421341566551.5"	"102064030519050"	
"North Macedonia"	"MKD"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"11033540068.672"	"10702794253.8932"	"10228023048.5775"	"9688393321.74053"	"9721284632.62498"	"9814471742.06726"	"10112592691.2742"	"10435109668.3522"	"10937100174.5216"	"11547072366.2541"	"12467297223.0484"	"12314477116.34"	"12919294864.3966"	"13368277064.8964"	"14577821274.0794"	"15987113957.0941"	"17729889079.5501"	"19113502068.5399"	"21537235533.6943"	"22577165164.6815"	"23342986399.6477"	"24064094439.3279"	"24558758913.8755"	"26269704512.3279"	"27776051422.3132"	"28759477964.6046"	"31372563320.6069"	"32582642852.9737"	"34872106943.5014"	"37942140168.2412"	"37052260242.8725"	"40681504691.9464"	"44084717528.5101"	"44840122256.8299"	"48411278929.1725"	
"Mali"	"MLI"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8774425398.31666"	"10219315478.0831"	"9923403115.52896"	"10600339932.6158"	"11432072300.3927"	"11756818680.0977"	"12734163160.888"	"13487625494.2757"	"14546660320.1518"	"15446745138.0784"	"15680377605.2339"	"18567703455.2504"	"19428772091.5466"	"21753398112.8102"	"22668376288.5924"	"23972583774.7496"	"25623628529.0605"	"26781044950.2333"	"28290298183.7517"	"30017466179.5346"	"32076619108.3905"	"33699390834.892"	"33747006199.6177"	"35954307149.903"	"39372059744.8091"	"43326258239.039"	"48588600863.8981"	"51646498097.6108"	"54874814697.009"	"59410075204.0447"	"59141995694.5382"	"62603712698.5224"	"69550652231.9446"	"75458174206.056"	"81140993673.8658"	
"Malta"	"MLT"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3569631531.11298"	"3921236209.99117"	"4198729785.3512"	"4490847268.19001"	"4845936980.84218"	"5261338616.52054"	"5567718128.34447"	"5918570475.77992"	"6248537687.64195"	"6549448232.474"	"7103720706.31637"	"7246287563.92539"	"7734077606.36123"	"8296648088.44561"	"8654828633.65413"	"8976185892.20151"	"9412880565.08493"	"10173217962.9487"	"10911545473.615"	"11041175100.8045"	"11984407517.3198"	"12249115247.3221"	"12901661409.3771"	"14077424413.6989"	"15261041172.6677"	"17048724128.6841"	"18634286541.0181"	"21376244903.0149"	"23313166925.4903"	"25896969589.8722"	"25760034774.2778"	"29457997007.2134"	"31607561819.3338"	"35497619698.1498"	"39723830135.6274"	
"Myanmar"	"MMR"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"17563520317.365"	"18039349766.7611"	"20232926691.4617"	"21963426391.919"	"24109873843.0385"	"26325672250.3073"	"28534772832.9767"	"30667316092.2828"	"32831204101.3312"	"36940066207.0948"	"42969607733.0216"	"48921379074.6035"	"55656083939.6556"	"64612058191.0903"	"75349622677.1439"	"88256902159.4759"	"102875055020.123"	"118332621205.187"	"132981732362.512"	"147918054673.649"	"164139949932.271"	"176893542391.214"	"191632597101.832"	"208269863967.961"	"221802511725.486"	"227790290910.88"	"229647106575.787"	"244240022243.58"	"291745887545.292"	"321180596449.631"	"304367346941.67"	"276462287916.21"	"308130563643.829"	"322277844296.53"	"326862397165.755"	
"Middle East	 North Africa	 Afghanistan & Pakistan (excluding high income)"	"MNA"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1350467908244.48"	"1496312607933.88"	"1603094712614.43"	"1661569133927.96"	"1726253534359.77"	"1813045641793.41"	"1955145840036.01"	"2054454568501.46"	"2189899448506.18"	"2319186880739.62"	"2515428532888.98"	"2645086169079.91"	"2778906607902.15"	"2908606327419.3"	"3219999912795.9"	"3478808304480.68"	"3779986584102.73"	"4111594979496.46"	"4323081070995.71"	"4462510627036.12"	"4733947965014.8"	"4851534240472.37"	"5056157936855.37"	"5139462220032.54"	"5168347146183.83"	"5063524784916.67"	"5217678575816.76"	"5522712753487.79"	"5845791660654.39"	"5963816129049.56"	"6156331911597.85"	"6630760138289.88"	"7433497953319.77"	"7924709208941.72"	"8322222282509.08"	
"Montenegro"	"MNE"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3533545306.20957"	"3748347438.74581"	"3444059622.31627"	"3631258599.91848"	"4113413348.12626"	"4329965621.89005"	"4494822527.20132"	"4810225521.14074"	"5106753520.03374"	"6422412996.42186"	"7669321998.90911"	"8515371842.12187"	"8018968585.5501"	"8432767207.48629"	"8900401005.34763"	"8570920435.96551"	"9147123504.428"	"9528356665.0735"	"10054404989.1658"	"11274924310.8199"	"12116767627.7031"	"13207302515.3927"	"14857210058.7786"	"12923280749.8252"	"14807522607.8286"	"17268426921.9634"	"19369211606.3568"	"21340687455.408"	
"Mongolia"	"MNG"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7302015144.19314"	"6892683694.73394"	"6397199493.34231"	"6341315006.17309"	"6614952541.03772"	"7184288883.81265"	"7479331657.8225"	"7904782843.87042"	"8260603886.77986"	"8634719686.81401"	"8931513813.70697"	"9402283756.13045"	"10000318210.221"	"10912071503.1922"	"12396137238.0265"	"13712180012.9917"	"15344468578.7749"	"17375296734.5742"	"19286329499.8691"	"19159108635.8796"	"20626275493.887"	"24691841190.0464"	"28827895153.548"	"30272589127.4882"	"32298614756.1739"	"31655860016.5362"	"32468148776.2369"	"34940501306.6572"	"39516811632.4633"	"44456622358.2437"	"45560002626.38"	"50053145881.8599"	"56320298556.3279"	"62677497750.9381"	"67481100950.4545"	
"Northern Mariana Islands"	"MNP"	"GDP	 PPP (current international $)"	"NY.GDP.MKTP.PP.CD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
